post_id,timestamp,sentiment_score,emotional_valence,news_keyword_count,recency_keyword_flag,ner_mentions_count,time_offset_from_event,initial_engagement_velocity,media_richness_flag,post_length_words,post_length_chars,user_posting_frequency,reply_chain_length,jargon_prevalence,sentiment_homogeneity,crowd_keyword_count,text_similarity_top_posts,ticker_repetition_window,social_proof_velocity,upvote_like_ratio,comment_reply_count,user_network_influence,temporal_clustering_flag,headline_similarity_score,event_linkage_flag,trading_volume_spike_flag,news_sentiment_score,social_news_sentiment_delta,source_file,fed,ticker,intraday_return_30min,intraday_return_24hr,intraday_volatility,volume_spike_ratio,emo_val_code,emo_anger,emo_anticipation,emo_disgust,emo_fear,emo_joy,emo_negative,emo_neutral,emo_positive,emo_sadness,emo_surprise,emo_trust,emotional_news_delta,A_Emotional_News_Delta,H_Social_Momentum_Ratio,H_Jargon_Sentiment_Homogeneity,A_Signal_Novelty,inferred_float_rotation,H_Retail_Volume_Float_Rotation,H_Network_Influence_Clustering,post_id_z,sentiment_score_z,news_keyword_count_z,ner_mentions_count_z,time_offset_from_event_z,initial_engagement_velocity_z,post_length_words_z,post_length_chars_z,user_posting_frequency_z,reply_chain_length_z,jargon_prevalence_z,sentiment_homogeneity_z,crowd_keyword_count_z,text_similarity_top_posts_z,ticker_repetition_window_z,social_proof_velocity_z,upvote_like_ratio_z,comment_reply_count_z,user_network_influence_z,headline_similarity_score_z,news_sentiment_score_z,social_news_sentiment_delta_z,fed_z,intraday_return_30min_z,intraday_return_24hr_z,intraday_volatility_z,volume_spike_ratio_z,A_Emotional_News_Delta_z,H_Social_Momentum_Ratio_z,H_Jargon_Sentiment_Homogeneity_z,A_Signal_Novelty_z,inferred_float_rotation_z,H_Retail_Volume_Float_Rotation_z,H_Network_Influence_Clustering_z,SA_score,SH_score,SA_SH_sum,pool,predicted_label
100017,2025-08-27 16:35:51+00:00,0.078711,neutral,21,1,0,-40104.15,130.5625,0,284,1589,1,353,0,0.994735,4,0.134883,0,186.625,0.830622,353,8.02568,0,0.203384,False,0,0.105109,-0.026398,opec.csv.xlsx,,USO,-0.004867,0.005471,0.001376,11.403983,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.040824,-0.909629,-0.316141,-0.553782,0.026465432409739715,11.247351538233719,-0.268992,1.5898790580844695,0.040003593971488,0.17203680559453127,-0.36289368487963014,-0.9406921440668852,1.4358256503931381,0.5980455239878657,0.4545096705281344,-0.2755819426350084,2.1931958541187884,-0.5251741697636645,0.6170114433707923,2.003006234171235,0.3487667991662235,-0.44370730995803565,-0.032892566943259066,0.999064323458424,2.1931958541187884,-0.08294823014231786,-0.41824725835875337,0.5543661358857835,-2.9609750369662358,,-0.2537386408083249,0.136688009443318,-0.7738128049377644,-0.7307892519458749,-0.04481182807211809,-0.9098763204742759,-0.3162251201204182,-0.556221872428912,-0.21999441963706184,-0.10212231675257546,-0.26906299158932817,2.0768110215939153,6.9735168188363446,9.05032784043026,pool_1_1_both,"[1,1]"
44650,2025-10-13 11:36:55+00:00,0.136199,neutral,87,1,13,-4433.083333,97.625,1,664,4830,27,413,2,0.971603,3,0.0,284,731.125,0.735125,413,8.105006,0,0.303742,False,0,0.062853,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.007281,-0.048981,0.008363,31.867292,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169209,4.215828,-0.072302,0.0750947107688576,42.188900534397945,-0.366581,-0.24907042401135282,0.3525892544788683,3.9760556133595215,1.0961459481154985,-0.051515403787226376,1.0325186019950663,2.127612238686386,2.463074987300534,-0.24541497362060913,2.6098626942315235,3.4284919471585904,0.4074046397500732,1.1775000768630335,-0.6372120926544615,4.574086047446304,0.6428966116554095,0.6860413566735857,2.6098626942315235,-0.05391200324129735,0.39153475797437404,0.3264256701793523,0.13443264463110435,,-0.3604002383838113,-0.915151579372105,0.8727464323838917,0.9955420021485882,-0.006336744862697552,0.1692549633939592,4.216949899067358,-0.07262053150691962,0.43945149034991343,-0.10212226718917192,-0.36667776811195735,1.7694758319409527,7.447526716731563,9.217002548672516,pool_1_1_both,"[1,1]"
31674,2025-09-18 15:52:44+00:00,0.266667,neutral,15,1,4,-40177.266667,139.25,0,68,391,30,708,0,1.0,2,0.0,8,1473.375,0.68192,708,9.367301,0,0.455013,True,0,0.19332,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.01567,-0.072797,0.011199,26.646047,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072317,0.20273908489769754,210.49283185282297,-0.366581,-0.6800529312751632,1.0619968865947342,-0.1737830860204678,0.08604158681117866,-0.9425147315501836,1.542200754240068,-0.27139239805129317,-0.2879344052180349,-0.24193416950356306,4.658474658119139,-0.5251741697636645,0.6647193726922117,0.3519939195548322,-0.6372120926544615,-0.3023610182001669,1.5641170300481764,0.5116443918706353,4.658474658119139,0.40813428720601724,1.6121303795763242,1.0302004888872511,0.13443264463110435,,-0.7310647545647372,-1.3752010109306907,1.5410793359253567,0.5550659076526079,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.0726355975950517,2.170395548999063,-0.1021219975932423,-0.36667776811195735,4.584845600013759,11.897779638533498,16.482625238547257,pool_1_1_both,"[1,1]"
32024,2025-09-20 13:39:14+00:00,-0.019969,neutral,90,1,10,-37430.766667,43.375,0,624,4155,87,229,1,0.937084,4,0.0,45,1420.75,0.669065,229,8.247482,1,0.534276,True,0,-0.093316,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,0.095541,0.282378,0.018943,20.395996,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,1.815957,-0.072322,0.0,0.0,2.346439,-0.6684280948431092,-0.496559740617788,4.148965559167021,0.7594444943473918,-0.8740524133364885,0.3682481693394186,1.9666052160865417,2.0447529913667575,-0.17579889127968773,1.332084384552469,1.451658888697463,0.09461641330257274,2.003006234171235,-0.6372120926544615,0.35136558117997585,1.4988031539714914,0.46950788247223446,1.332084384552469,-0.0017605590243973956,2.251698246219867,-0.5159927932082772,0.13443264463110435,,4.182747560251922,5.485651225121574,3.3660334984871003,0.0277974008346562,-0.006336744862697552,0.169260965025069,1.8164402604371759,-0.07264061962442904,-0.5788835857430459,-0.10212233476903039,2.347058831314449,3.6097578663480783,6.2605945705502375,9.870352436898315,pool_1_1_both,"[1,1]"
29873,2025-09-09 18:15:22+00:00,0.008693,neutral,40,1,8,-52994.633333,284.625,1,255,1742,104,328,0,1.0,2,0.0,48,4552.375,0.927772,328,12.565771,0,0.351484,False,0,-0.064653,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,0.021212,0.051515,0.012655,25.796831,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072308,0.08328111419700833,29.442799984453,-0.366581,-0.7398710181726758,-0.3407127777479276,1.2671331290420285,0.5349768585019874,-1.2620146898058904,3.3222618445131515,0.4813154326029786,0.5493293229397904,-0.15607433461642667,2.019584670738482,-0.5251741697636645,0.6647193726922117,0.3519939195548322,-0.6372120926544615,0.4043704405891766,5.385521770002815,1.3175055438438505,2.019584670738482,1.5788916764114111,0.7767617754894319,-0.36137670156345897,0.13443264463110435,,0.898551252800254,1.0261117593040638,1.8842008830185766,0.4834241158838826,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07262655794217245,0.5504646585555063,-0.10212228760638262,-0.36667776811195735,2.677399763731863,10.441404403726823,13.118804167458686,pool_1_1_both,"[1,1]"
31417,2025-09-17 22:00:44+00:00,0.466667,neutral,16,1,0,-41249.266667,57.8125,0,52,291,32,420,0,0.715894,2,0.0,32,944.875,0.545356,420,9.004115,0,0.266842,False,0,0.39332,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,0.038298,0.097872,0.009032,29.616066,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072296,0.2213557983757252,170.47476354405165,-0.366581,-0.6885888825981287,2.1494783105697564,-0.11614643741796796,-0.36289368487963014,-0.9692365976070126,0.545029816739712,-0.3357952070912309,-0.349908034245261,-0.23961363342553232,2.6584738255780094,-0.5251741697636645,-1.9096602983032875,0.3519939195548322,-0.6372120926544615,0.12167785707343917,0.9081857520143909,0.0640107653064009,2.6584738255780094,0.27519488394259795,0.0937911161850559,2.10905540040955,0.13443264463110435,,1.6534891385395913,1.9215816744351257,1.030403242140323,0.8056234604391286,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.0726145050716668,2.422850777098965,-0.1021220616957754,-0.36667776811195735,4.172083114201619,4.6674670244219545,8.839550138623572,pool_1_1_both,"[1,1]"
29859,2025-09-09 17:27:22+00:00,0.008693,neutral,40,1,8,-53042.633333,289.625,1,255,1742,104,352,0,1.0,2,0.0,40,4615.75,0.92384,352,12.56605,0,0.351484,False,0,-0.064653,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,0.021212,0.051515,0.012655,25.796831,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072308,0.08328111419700833,31.73163336250357,-0.366581,-0.7403360116299579,-0.3407127777479276,1.2671331290420285,0.5349768585019874,-1.2632111912711215,3.383484925863902,0.4813154326029786,0.5493293229397904,-0.15607433461642667,2.186251406783576,-0.5251741697636645,0.6647193726922117,0.3519939195548322,-0.6372120926544615,0.26302414883130787,5.46417767302153,1.3046171148314418,2.186251406783576,1.578993800649434,0.7767617754894319,-0.36137670156345897,0.13443264463110435,,0.898551252800254,1.0261117593040638,1.8842008830185766,0.4834241158838826,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07262655794217245,0.5504646585555063,-0.10212228394003829,-0.36667776811195735,2.6785962651970943,10.853393778835727,13.53199004403282,pool_1_1_both,"[1,1]"
30737,2025-09-15 15:59:53+00:00,0.157247,neutral,59,1,3,-44490.116667,33.0625,0,462,2706,34,244,0,1.0,3,0.0,9,1217.25,0.537736,244,7.675314,0,0.250116,False,0,0.083901,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.064583,-0.010417,0.018593,37.1915,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072292,0.3704004896504464,168.07079925212025,-0.366581,-0.7111742790946909,0.46703579953799973,2.3622294524895255,-0.02619223111152354,-1.0500216345568956,0.2419755640534948,1.3145267745571725,1.1467551067622506,-0.23729309734750162,1.4362510945806528,-0.5251741697636645,0.6647193726922117,1.1775000768630335,-0.6372120926544615,-0.28469273173043336,1.2462354811618883,0.03903369789171293,1.4362510945806528,-0.21119504297043135,-0.041169863559338216,0.43996436106795905,0.13443264463110435,,-2.8922655508405306,-0.17021765769653804,3.283552357358922,1.4447042893280355,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.0726104874481649,4.443997612562086,-0.10212206554654098,-0.36667776811195735,2.4488161320655166,5.960957119878439,8.409773251943957,pool_1_1_both,"[1,1]"
39401,2025-10-10 18:49:35+00:00,0.033625,neutral,61,1,7,-8320.416667,2.375,0,260,1478,68,9,0,0.924093,3,0.0,99,601.875,0.74359,9,6.495266,0,0.360391,False,1,-0.039722,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.007281,-0.048981,0.008363,31.867292,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072309,0.20953886216244957,2.5361419020238363,-0.366581,-0.4234097566737866,-0.20514734343520127,2.4775027496945254,0.42274304057928525,-0.14841540441166182,-0.13378109773673907,0.5014413104279591,0.38571894230791337,-0.1978439840209795,-0.19569402919422713,-0.5251741697636645,-0.02309939103067777,1.1775000768630335,-0.6372120926544615,1.3054530505455895,0.4824820086547154,0.713788190750401,-0.19569402919422713,-0.6431359133293988,0.8486317651213413,-0.22689204256764678,0.13443264463110435,,-0.3604002383838113,-0.915151579372105,0.8727464323838917,0.9955420021485882,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07262756234804792,2.2626051284410824,-0.10212233070653745,-0.36667776811195735,1.7701551269653564,1.2454946360986168,3.015649763063973,pool_1_1_both,"[1,1]"
28146,2025-09-01 21:47:00+00:00,0.136364,neutral,5,1,0,-64303.0,305.0,0,10,70,27,540,0,0.934091,0,0.0,7,529.5,0.889162,540,13.303353,1,0.360348,False,0,0.063017,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.030405,0.04,0.006062,40.970383,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,-0.341648,-0.419241,-0.072309,0.0,0.0,3.454963,-0.7972312825102683,0.3534864266536478,-0.7501495720454663,-0.36289368487963014,-1.5438996332733201,3.5717459010174615,-0.5048525808210673,-0.4868697543954308,-0.24541497362060913,3.49180750580348,-0.5251741697636645,0.06749583733694868,-1.2990183950615704,-0.6372120926544615,-0.32002930466990054,0.39265603656825326,1.1909485132820252,3.49180750580348,1.8488737542939275,0.8482848009859227,0.3273103312068006,0.13443264463110435,,-1.3821246718285285,0.8036785545510778,0.33049184456692704,1.7634994474555041,-0.006336744862697552,-0.3417409139139174,-0.4193525564462756,-0.07262756234804792,-0.5788835857430459,-0.10212233476903039,3.455875629621338,3.7194947654660435,6.144748490450591,9.864243255916634,pool_1_1_both,"[1,1]"
29773,2025-09-08 09:48:53+00:00,-0.028889,neutral,42,1,18,-54941.116667,0.625,0,211,1284,78,0,1,1.0,3,0.0,72,11.0,0.909091,0,7.819033,0,0.277866,False,0,-0.102235,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.032685,0.123154,0.008366,7.070203,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,1.966029,-0.072298,0.17559609451371988,0.0,-0.366581,-0.7431924000104055,-0.5450614121270739,1.3824064262470281,1.6573150377290096,-1.31053490149712,-0.15520917620950192,0.3042077077431499,0.26549010199509465,-0.18624130363082594,-0.2581940552111374,1.451658888697463,0.6647193726922117,1.1775000768630335,-0.6372120926544615,0.8284093158627827,-0.25086405361248065,1.256272394713432,-0.2581940552111374,-0.15858861514112235,0.18274303778628728,-0.5641043279876141,0.13443264463110435,,-1.4828655344930308,2.4099495669722506,0.8734534135935617,-1.0963967821048293,-0.006336744862697552,0.169260965025069,1.966552196657293,-0.07261651388341774,1.8023182384260639,-0.10212233476903039,-0.36667776811195735,1.9291736112957931,1.0749672855204897,3.004140896816283,pool_1_1_both,"[1,1]"
88113,2025-10-12 09:05:56+00:00,0.429167,trust,14,1,0,70145.933333,0.0625,0,86,519,1179,0,0,1.0,3,0.08528,0,6.625,0.5,0,10.205941,0,0.353506,False,0,0.367967,0.0612,rblx_event_data_processed.csv,,RBLX,0.000852,-0.015884,0.005046,20.516542,10,False,False,False,False,False,False,False,False,False,False,True,0.0,-1.469103,0.220691,-0.71001,-0.162334,0.0,0.0,-0.343628,1.194501764121122,1.94557554357444,-0.23141973462296767,-0.36289368487963014,1.8075242361370973,-0.16209677286146137,-0.19893923788136328,-0.2086081600631854,1.0912138073250814,-0.2581940552111374,-0.5251741697636645,0.6647193726922117,1.1775000768630335,-0.013825306369547869,-0.44370730995803565,-0.2562939482981908,-0.08465850892727261,-0.2581940552111374,0.7151073014544583,0.7930771587874804,1.9722943575504257,-0.24250052128044206,,-0.0010469769581978984,-0.2758227232965879,0.09106087489198764,0.03796693535891485,-1.612617407692327,0.22075095885954765,-0.7101989340702644,-0.16304920128736497,-0.5788835857430459,-0.10212233476903039,-0.3437187054560852,1.9578472802008084,1.0695373908347796,3.027384671035588,pool_1_1_both,"[1,1]"
26075,2025-08-22 20:01:03+00:00,-0.089773,neutral,34,1,3,-78808.95,95.4375,1,158,936,24,393,0,0.970076,1,0.0,14,1425.375,0.742147,393,11.24922,0,0.292515,False,0,-0.163119,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,0.02459,0.282787,0.008043,3.556544,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.0723,0.04218108785444606,22.33677088832877,-0.366581,-0.8660171003696511,-0.8761125072135503,0.9213132374270293,-0.02619223111152354,-1.9054911005560247,1.0057335039041129,0.09087340279835633,0.04982187298034767,-0.2488957777376552,2.4709737475272786,-0.5251741697636645,0.39356798104659635,-0.4735122377533691,-0.6372120926544615,-0.1963512993817654,1.5045433283535279,0.7090582815273834,2.4709737475272786,1.0969856990172975,0.30094484289663226,-0.8925293401532323,0.13443264463110435,,1.0478067940637144,5.493551805299079,0.7973351033524144,-1.3928170408191114,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07261852269516868,-0.0068795008993672154,-0.10212229898910259,-0.36667776811195735,2.313906603299425,6.366546566701312,8.680453170000737,pool_1_1_both,"[1,1]"
30683,2025-09-15 14:35:53+00:00,0.157247,neutral,59,1,3,-44574.116667,30.75,0,462,2706,34,246,0,0.92395,3,0.0,70,2133.75,0.498986,246,7.657991,0,0.250116,False,0,0.083901,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.064583,-0.010417,0.018593,37.1915,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072292,0.3704004896504464,182.60736828568827,-0.366581,-0.7129678252870649,0.46703579953799973,2.3622294524895255,-0.02619223111152354,-1.0521155121210501,0.21365988892877247,1.3145267745571725,1.1467551067622506,-0.23729309734750162,1.4501399892510773,-0.5251741697636645,-0.024395161950518843,1.1775000768630335,-0.6372120926544615,0.7930727429233155,2.3837208478940823,-0.08798222892182565,1.4501399892510773,-0.21753589664522124,-0.041169863559338216,0.43996436106795905,0.13443264463110435,,-2.8922655508405306,-0.17021765769653804,3.283552357358922,1.4447042893280355,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.0726104874481649,4.443997612562086,-0.10212204226128668,-0.36667776811195735,2.4509100096296708,6.437105741308752,8.888015750938422,pool_1_1_both,"[1,1]"
25429,2025-08-19 15:45:21+00:00,0.0,neutral,4,0,0,-83384.65,238.5625,0,10,59,33,376,0,1.0,0,0.0,0,3408.5,0.901257,376,13.70078,0,0.351342,False,0,-0.073346,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.01502,-0.051383,0.009206,30.113864,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072308,0.08832512527123582,36.84880901356202,-0.366581,-0.8874732270413852,-0.38798015784100187,-0.8077862206479661,-0.36289368487963014,-2.0195500954405703,2.7582442075693585,-0.5048525808210673,-0.4936868535884257,-0.23845336538651699,2.35291814282867,-0.5251741697636645,0.6647193726922117,-1.2990183950615704,-0.6372120926544615,-0.44370730995803565,3.9658370194618557,1.230593871599696,2.35291814282867,1.9943466200452813,0.7756159869492125,-0.4082691302927756,0.13443264463110435,,-0.7023447717875765,-0.9615505856957414,1.071408152301189,0.8476188310620183,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07262655794217245,0.6188648607601245,-0.10212227574314287,-0.36667776811195735,2.386896952097007,8.037374282749838,10.424271234846845,pool_1_1_both,"[1,1]"
38882,2025-10-10 14:05:54+00:00,0.27,neutral,30,1,0,-8604.1,122.3125,0,85,430,21,547,0,0.98875,2,0.0,0,54.125,0.720123,547,9.470895,0,0.318137,False,1,0.196654,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.007281,-0.048981,0.008363,31.867292,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,-4.786407,-0.419241,-0.072304,0.20953886216244957,159.16413924245688,-0.366581,-0.44064772841160393,1.0801197645252782,0.6907666430170298,-0.36289368487963014,-0.15548681115324844,1.334807566164399,-0.2029644134463594,-0.26376468989741664,-0.25237658185470124,3.540418637149966,-0.5251741697636645,0.5627793527746482,0.3519939195548322,-0.6372120926544615,-0.44370730995803565,-0.1973408059961949,0.636867345472122,3.540418637149966,0.4460534926315316,0.5076870540057354,1.0481850002623279,0.13443264463110435,,-0.3604002383838113,-0.915151579372105,0.8727464323838917,0.9955420021485882,-0.006336744862697552,-4.787708228890672,-0.4193525564462756,-0.07262254031867056,2.2626051284410824,-0.10212207981358316,-0.36667776811195735,2.7113588654213117,7.798269740633218,10.50962860605453,pool_1_1_both,"[1,1]"
40985,2025-10-11 13:16:07+00:00,-0.000909,neutral,17,1,2,-7213.883333,2.4375,0,42,242,38,7,0,0.903682,1,0.0,32,6829.625,0.8,7,5.712081,0,0.476487,True,0,-0.074255,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.007281,-0.048981,0.008363,31.867292,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072318,0.0,0.0,-0.366581,-0.3707990683641476,-0.39292276091296835,-0.05850978881546812,-0.13842604903422573,-0.12083272200628448,-0.1330158092198547,-0.3760469627411919,-0.3802751124686018,-0.2326520251914402,-0.20958292386465163,-0.5251741697636645,-0.2080503018340023,-0.4735122377533691,-0.6372120926544615,0.12167785707343917,8.211859523839028,0.8986906018872196,-0.20958292386465163,-0.9298103626332302,1.78540265501762,-0.4131725258656445,0.13443264463110435,,-0.3604002383838113,-0.915151579372105,0.8727464323838917,0.9955420021485882,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07263660200092716,-0.5788835857430459,-0.10212233476903039,-0.36667776811195735,2.49306285115826,7.111131136522352,9.604193987680611,pool_1_1_both,"[1,1]"
32005,2025-09-20 12:57:14+00:00,-0.019969,neutral,90,1,10,-37472.766667,42.5625,0,624,4155,87,207,1,1.0,4,0.0,50,659.5,0.695015,207,8.244071,1,0.534276,True,0,-0.093316,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,0.095541,0.282378,0.018943,20.395996,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,1.966029,-0.072322,0.0,0.0,2.345317,-0.6690591573922778,-0.496559740617788,4.148965559167021,0.7594444943473918,-0.8750993521185658,0.3582994186199216,1.9666052160865417,2.0447529913667575,-0.17579889127968773,1.1793065431777994,1.451658888697463,0.6647193726922117,2.003006234171235,-0.6372120926544615,0.4397070135286438,0.5540014786579261,0.5545675805576881,1.1793065431777994,-0.003009110192480698,2.251698246219867,-0.5159927932082772,0.13443264463110435,,4.182747560251922,5.485651225121574,3.3660334984871003,0.0277974008346562,-0.006336744862697552,0.169260965025069,1.966552196657293,-0.07264061962442904,-0.5788835857430459,-0.10212233476903039,2.345936534956679,3.610804805130156,5.580340171876971,9.191144977007127,pool_1_1_both,"[1,1]"
25263,2025-08-17 17:16:57+00:00,0.160924,neutral,41,1,3,-86173.05,8.625,0,235,1459,48,33,0,0.939653,5,0.0,21,4800.375,0.755396,33,8.043503,1,0.29265,False,0,0.087578,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,0.0,0.0,0.0,0.0,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.0723,0.0,0.0,2.27934,-0.8929867208920166,0.48702914551778054,1.3247697776445282,-0.02619223111152354,-2.089056859724957,-0.05725224604830041,0.4008119213030565,0.37394395279274045,-0.22104934480128663,-0.029027293149133,-0.5251741697636645,0.1178949831841918,2.8285123914794363,-0.6372120926544615,-0.0726732940936303,5.693319228758498,0.7524862560913206,-0.029027293149133,-0.07642435811981721,0.30203414890317853,0.4597991086162965,0.13443264463110435,,-0.03869224669072251,0.031005676555468525,-1.0980815197731155,-1.6928551755979069,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07261852269516868,-0.5788835857430459,-0.10212233476903039,2.279942108221765,3.8508901172444316,8.58167201712386,12.432562134368293,pool_1_1_both,"[1,1]"
40885,2025-10-11 12:33:07+00:00,-0.000909,neutral,17,1,2,-7256.883333,2.5625,0,42,242,38,6,0,0.92959,1,0.0,27,14049.625,0.833333,6,5.718671,1,0.476487,True,0,-0.074255,0.073346,trump-usd-gpro_event_data_processed.csv,,GPRO,-0.007281,-0.048981,0.008363,31.867292,6,False,False,False,False,False,False,True,False,False,False,False,0.0,-0.005773,0.169215,-0.419241,-0.072318,0.0,0.0,1.514584,-0.37412045020187734,-0.39292276091296835,-0.05850978881546812,-0.13842604903422573,-0.12190458790222072,-0.13148523218608593,-0.3760469627411919,-0.3802751124686018,-0.2326520251914402,-0.21652737119986387,-0.5251741697636645,0.026710768034819594,-0.4735122377533691,-0.6372120926544615,0.03333642472477123,17.1727371537424,1.0079505215898177,-0.21652737119986387,-0.9273981808104016,1.78540265501762,-0.4131725258656445,0.13443264463110435,,-0.3604002383838113,-0.915151579372105,0.8727464323838917,0.9955420021485882,-0.006336744862697552,0.169260965025069,-0.4193525564462756,-0.07263660200092716,-0.5788835857430459,-0.10212233476903039,1.5149841105546116,2.4941347170541963,16.292880941624126,18.78701565867832,pool_1_1_both,"[1,1]"
